,product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,escrow,product_link,vendor_link,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR
1466,1gr HQ uncut Bolivian Cocaine 95% (Free Shipping),NL  → WW,1,95,0.0319,0.0319,0.0335789474,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=7770.788540,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchHogSeller,DutchHogSeller,15,4.73,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,"0,5G PERUVIAN MOTHER PEARL COCAINE 95%",US  → US,0.5,95,0.03168,0.006336,0.0066694737,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=694419.17381,http://lchudifyeqm4ldjj.onion/contactMember?member=JETSETLIFE,JETSETLIFE,370,4.96,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4477,★COCAINE COLOMBIAN★82% PURE EUR65 1G,NL  → WW,1,82,0.03125,0.03125,0.0381097561,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=30389.134556,http://lchudifyeqm4ldjj.onion/contactMember?member=partyNL,partyNL,1,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
488,1 G COCAINE 92%+,"DE  → EU, WW",1,92,0.0309,0.0309,0.0335869565,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=288706.590422,http://lchudifyeqm4ldjj.onion/contactMember?member=FD-TOPSERVICE,FD-TOPSERVICE,80,4.88,DE,"EU, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
497,1 GR Cocaine 93% Pure  for 60 Euro   ESCROW,"DE  → DE, WW",1,93,0.0309,0.0309,0.0332258065,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=703066.315899,http://lchudifyeqm4ldjj.onion/contactMember?member=Gofastteam,Gofastteam,3250,4.91,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
503,1 GR PREMIUM QUALITY COCAINE - PERU 90%,"DE  → DE, WW",1,90,0.0309,0.0309,0.0343333333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=978953.260257,http://lchudifyeqm4ldjj.onion/contactMember?member=MissNarco,MissNarco,28,4.39,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
517,1 GRAM UNCUT PERUVIAN COCAINE 79% EC LABTESTED!,DE  → WW,1,79,0.0309,0.0309,0.0391139241,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=921292.313856,http://lchudifyeqm4ldjj.onion/contactMember?member=BASFGROUP,BASFGROUP,110,4.89,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
563,1 gr Colombian crystal cocaine 90%,NL  → WW,1,90,0.0309,0.0309,0.0343333333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=76013.433372,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
593,1 gram pure (89%) colombian COCAINE,"NL  → WW, US",1,89,0.0309,0.0309,0.0347191011,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=209156.760251,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchSolution,DutchSolution,200,4.86,NL,"WW, US",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1206,1G  Cocaine 90%+ Pure  Uncut Colombian,EU  → EU,1,90,0.0309,0.0309,0.0343333333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=625575.989070,http://lchudifyeqm4ldjj.onion/contactMember?member=stoneisland,stoneisland,130,5,EU,EU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1230,1G Cocaine 90%+ Pure Flakes Uncut Colombian,NL  → EU,1,90,0.0309,0.0309,0.0343333333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=182700.484863,http://lchudifyeqm4ldjj.onion/contactMember?member=supercoop,supercoop,720,4.96,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1292,1GR - COCAINE 84%,NL  → EU,1,84,0.0309,0.0309,0.0367857143,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=241554.98597,http://lchudifyeqm4ldjj.onion/contactMember?member=MedicsNL,MedicsNL,460,4.69,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1293,1GR - COCAINE 84%  + 5 x XTC 200MG,NL  → EU,1,84,0.0309,0.0309,0.0367857143,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=2274.547725,http://lchudifyeqm4ldjj.onion/contactMember?member=MedicsNL,MedicsNL,460,4.69,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1294,1GR -CRACK COCAINE 84%,NL  → EU,1,84,0.0309,0.0309,0.0367857143,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=266841.363725,http://lchudifyeqm4ldjj.onion/contactMember?member=MedicsNL,MedicsNL,460,4.69,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1335,1g - 86% uncutt colombian fishscale cocaine,NL  → EU,1,86,0.0309,0.0309,0.0359302326,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=258842.844436,http://lchudifyeqm4ldjj.onion/contactMember?member=KartelNL,KartelNL,5,4.8,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1405,1g PURE 90% Colombian Cocaine,NL  → WW,1,90,0.0309,0.0309,0.0343333333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=76978.90230,http://lchudifyeqm4ldjj.onion/contactMember?member=licious,licious,4,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1419,1g Pure 84% Fishscale Cocaine,"NL  → EU, WW",1,84,0.0309,0.0309,0.0367857143,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=596020.138746,http://lchudifyeqm4ldjj.onion/contactMember?member=TheBulldog.,TheBulldog.,130,4.99,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1425,1g Pure uncut colombian crystal cocaine! 90% AA,NL  → WW,1,90,0.0309,0.0309,0.0343333333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=424739.372223,http://lchudifyeqm4ldjj.onion/contactMember?member=dutch-narco,dutch-narco,300,4.88,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1483,1gr || Cocaine Flakes 87%,GB  → GB,1,87,0.0309,0.0309,0.0355172414,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=282075.505901,http://lchudifyeqm4ldjj.onion/contactMember?member=dutchimport,dutchimport,540,4.91,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4541,♠ KOKAIN ♠ UNCUT 92% 1g PERU flakes,DE  → EU,1,92,0.0309,0.0309,0.0335869565,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=105580.194321,http://lchudifyeqm4ldjj.onion/contactMember?member=4blocks,4blocks,60,5,DE,EU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4553,♣INTRO♣ 1G COCAINE Flakes Uncut 90%,DE  → WW,1,90,0.0309,0.0309,0.0343333333,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=796034.356473,http://lchudifyeqm4ldjj.onion/contactMember?member=sky-high,sky-high,290,4.98,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4571,♥1 gram Presidential Quality Cocaine 87%,BE  → WW,1,87,0.0309,0.0309,0.0355172414,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=214973.20099,http://lchudifyeqm4ldjj.onion/contactMember?member=DONALD-TRUMP,DONALD-TRUMP,240,4.96,BE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4576,♥Order 1 gram Coke 87%  get 1.3g! Limited!,BE  → WW,1,87,0.0309,0.0309,0.0355172414,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=438112.361783,http://lchudifyeqm4ldjj.onion/contactMember?member=DONALD-TRUMP,DONALD-TRUMP,240,4.96,BE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1295,1GR Bolivian fishscale flakes ~89%+ uncut,"NL  → WW, EU",1,89,0.0304,0.0304,0.0341573034,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=356820.817833,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchSanny,DutchSanny,15,5,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4206,"|Fe PROMO| Royal Cocaine 90% +, 1 Gram",DE  → WW,1,90,0.0303,0.0303,0.0336666667,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=179390.845743,http://lchudifyeqm4ldjj.onion/contactMember?member=Royaldrug,Royaldrug,270,4.88,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
539,1 Gram of First Class Peruvian Cocaine 90% Pure,DE  → DE,1,90,0.02989,0.02989,0.0332111111,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=457003.8512,http://lchudifyeqm4ldjj.onion/contactMember?member=mrdrogenkommandant,mrdrogenkommandant,1700,4.89,DE,DE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1297,1GR Cocaine 90% Peru for 58 Euro,"DE  → DE, WW",1,90,0.02989,0.02989,0.0332111111,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=965271.565893,http://lchudifyeqm4ldjj.onion/contactMember?member=Kleinanzeigen,Kleinanzeigen,600,4.85,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1334,1g - 85% uncutt colombian fishscale cocaine,"NL  → EU, ASIA",1,85,0.02989,0.02989,0.0351647059,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=175342.98286,http://lchudifyeqm4ldjj.onion/contactMember?member=YoungAmsterdam,YoungAmsterdam,60,4.97,NL,"EU, ASIA",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,".5g PERUVIAN""UNCUT""COCAINE 90% PURE",US  → WW,0.5,90,0.0294,0.0588,0.0653333333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=626827.289469,http://lchudifyeqm4ldjj.onion/contactMember?member=LuckyGambino,LuckyGambino,160,4.89,US,WW,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1242,1G FOR 65 DOLLAR Peruvian A1 Cocaine Labtested 93%,EU  → WW,1,93,0.0294,0.0294,0.0316129032,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=768037.192656,http://lchudifyeqm4ldjj.onion/contactMember?member=ruffneckrules,ruffneckrules,20,4.76,EU,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1289,1GR   PURE  COCAINE  89% - 91%   *** FREE SHIPPING,"NL  → WW, EU",1,89,0.0294,0.0294,0.0330337079,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=675428.343461,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchTurtles,DutchTurtles,40,4.82,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4588,✪ 1G PURE&UNCUT COCAINE 92% ✪,NL  → WW,1,92,0.0294,0.0294,0.0319565217,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=702548.169217,http://lchudifyeqm4ldjj.onion/contactMember?member=FlyEmiratess,FlyEmiratess,12,4.58,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3690,"Escrow 0,5g Cocaine Pure Flakes 90%+","FR  → FR, EU",0.5,90,0.02937,0.005874,0.0065266667,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=29696.201510,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaColaFR,CocaColaFR,540,4.86,FR,"FR, EU",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4602,✯1g FLAKES COCAINE 92% ✯GA✯,"NL  → WW, US",1,92,0.02937,0.02937,0.031923913,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=438942.1989,http://lchudifyeqm4ldjj.onion/contactMember?member=gomorraamsterdam,gomorraamsterdam,360,4.86,NL,"WW, US",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
